reference_id,sequence_number,image_id,date,time,latitude,longitude
pt00071,0,1197621171268342,2024-07-31,05:28:53,52.431419,13.229972
pt00072,0,751677389348470,2022-06-12,07:12:33,52.410706,13.227413
pt00072,1,161658519702241,2022-06-12,07:12:35,52.410825,13.227362
pt00073,0,148895780876363,2022-03-01,10:45:52,52.364245,13.135847
pt00073,1,1215574142306696,2022-03-01,10:45:51,52.364304,13.135754
pt00074,0,273634448532651,2023-06-12,16:36:46,52.426418,13.331458
pt00074,1,1415157796585568,2025-05-12,09:13:19,52.426359,13.331448
pt00074,2,159971679783771,2022-04-13,15:14:10,52.426370,13.331550
pt00074,3,160482713031577,2022-04-13,15:14:09,52.426434,13.331507
pt00074,4,1610861062937966,2025-05-12,09:13:18,52.426397,13.331424
pt00074,5,192357620454197,2023-06-12,16:36:48,52.426325,13.331525
pt00074,6,1967849483577896,2023-06-12,16:36:47,52.426356,13.331503
pt00075,0,1011400393324357,2023-07-26,07:13:02,52.404274,13.062278
pt00075,1,104770166045069,2023-07-27,18:21:12,52.404167,13.062222
pt00075,2,1075105422983062,2020-07-08,10:53:12,52.404276,13.062329
pt00075,3,1090194992366493,2023-07-26,07:13:03,52.404241,13.062119
pt00075,4,1283304975886411,2023-07-26,07:13:03,52.404274,13.062278
pt00075,5,3035657716662475,2017-05-31,15:38:45,52.404250,13.062379
pt00075,6,1658285784927266,2024-07-16,14:15:31,52.404264,13.062145
pt00075,7,218261943434503,2017-01-22,13:55:00,52.404265,13.062126
pt00075,8,224072269051984,2017-05-31,15:38:45,52.404250,13.062379
pt00075,9,25735637542751614,2024-06-17,15:07:22,52.404178,13.062132
pt00076,0,1100579642087193,2025-04-22,08:23:03,52.423820,13.348048
pt00076,10,207279067711048,2020-08-29,10:14:54,52.423750,13.348191
pt00076,11,283001776809582,2014-07-16,12:17:26,52.423725,13.348060
pt00076,12,809256623301561,2020-05-08,09:15:26,52.423799,13.348129
pt00076,13,877876039428794,2014-06-17,11:13:54,52.423715,13.348169
pt00076,1,1147523709066722,2014-06-22,11:54:15,52.423721,13.348082
pt00076,2,1187065975205097,2022-09-04,12:00:34,52.423704,13.348028
pt00076,3,1189257871495741,2014-06-15,11:22:03,52.423676,13.348075
pt00076,4,1284854495301054,2020-05-08,09:15:27,52.423736,13.348163
pt00076,5,1375489003490018,2025-04-22,08:23:05,52.423667,13.348116
pt00076,6,1381317059985010,2025-04-22,08:23:04,52.423743,13.348082
pt00076,7,153478333448772,2014-06-24,09:28:57,52.423770,13.348100
pt00076,8,194310352994264,2022-09-04,12:00:32,52.423816,13.347978
pt00076,9,202796381442850,2014-06-22,11:54:13,52.423776,13.348053
pt00077,0,1096332552516263,2025-05-12,09:13:16,52.426543,13.331326
pt00077,1,1391577655507065,2025-05-12,09:13:17,52.426507,13.331351
pt00077,2,467288421205755,2017-08-14,17:35:48,52.426531,13.331232
pt00077,3,612049043089638,2017-08-14,17:35:47,52.426555,13.331330
pt00077,4,974550037298871,2023-06-12,16:36:44,52.426564,13.331347
pt00077,5,1017605835825798,2022-04-13,15:14:08,52.426502,13.331461
pt00077,6,252227697452277,2023-06-12,16:36:45,52.426487,13.331406
pt00078,0,1041534646375227,2017-09-02,13:50:59,52.421486,13.245750
pt00078,1,381542366889311,2021-09-26,11:58:56,52.421493,13.245679
pt00078,2,368832091599998,2021-09-26,11:58:57,52.421441,13.245778
pt00078,3,580180363333833,2021-09-15,12:29:37,52.421439,13.245767
pt00079,0,1060019709307901,2025-04-22,08:22:40,52.425629,13.347557
pt00079,1,1136451000171956,2019-09-22,15:57:42,52.425697,13.347602
pt00079,2,1236334461207746,2025-04-22,08:22:39,52.425725,13.347552
pt00079,3,125117446260623,2021-02-20,13:32:50,52.425606,13.347510
pt00079,4,473221957307459,2021-05-30,11:03:06,52.425655,13.347569
pt00079,5,161907956498448,2022-09-04,11:59:58,52.425745,13.347463
pt00080,0,1026419962921473,2025-04-06,11:39:59,52.418545,13.336791
pt00080,10,314306616938033,2014-06-17,16:35:00,52.418455,13.336788
pt00080,11,451960902543516,2014-06-21,18:08:28,52.418525,13.336744
pt00080,12,456357550760453,2024-10-09,10:32:40,52.418526,13.336822
pt00080,13,479839769888326,2017-09-22,14:14:19,52.418578,13.336782
pt00080,14,540144118151439,2023-06-12,16:38:51,52.418525,13.336741
pt00080,15,650095176030943,2022-04-13,15:16:24,52.418563,13.336750
pt00080,16,653755745919678,2022-04-13,15:16:25,52.418496,13.336802
pt00080,17,669523842567162,2025-05-24,19:50:35,52.418570,13.336779
pt00080,1,1061619936017018,2025-05-12,09:14:42,52.418454,13.336862
pt00080,2,1233172975019806,2025-05-24,19:18:27,52.418569,13.336801
pt00080,3,768595609174990,2025-05-12,09:14:41,52.418546,13.336781
pt00080,4,1359978405265093,2025-05-24,19:18:26,52.418516,13.336839
pt00080,5,1445160646841515,2025-05-12,09:14:41,52.418512,13.336810
pt00080,6,1617912408925675,2025-05-24,19:18:26,52.418462,13.336879
pt00080,7,1800117517216068,2025-05-12,09:14:40,52.418579,13.336752
pt00080,8,254234347209211,2023-06-12,16:38:52,52.418456,13.336792
pt00080,9,305799667592111,2014-06-11,11:05:27,52.418486,13.336809
pt00081,0,383018821474310,2024-07-31,06:01:20,52.430320,13.262816
pt00081,1,214931363399153,2015-08-30,10:21:15,52.430311,13.262844
pt00081,2,271364092151747,2023-07-01,12:39:24,52.430321,13.262956
pt00081,3,2794206587635671,2025-08-06,08:34:43,52.430310,13.262863
pt00081,4,2866142786974151,2017-05-30,12:06:14,52.430384,13.262901
pt00082,0,1037083341953991,2025-06-25,10:29:08,52.430462,13.308575
pt00082,1,560788509156290,2022-09-04,11:34:02,52.430449,13.308676
pt00082,2,1199437137149282,2020-04-12,10:52:52,52.430458,13.308653
pt00082,3,158939352727717,2014-06-18,14:33:33,52.430448,13.308553
pt00082,4,472315374038966,2019-07-09,18:17:46,52.430333,13.308576
pt00082,5,1788742401295425,2014-06-19,16:15:53,52.430411,13.308637
pt00082,6,1930042837145928,2015-07-24,09:04:14,52.430328,13.308667
pt00083,0,999427014036288,2022-03-26,13:09:53,52.420894,13.246578
pt00083,1,490742645376250,2017-07-24,13:05:09,52.420838,13.246527
pt00083,2,1427316205241718,2025-06-25,11:27:14,52.420896,13.246600
pt00084,0,422257886434577,2022-06-12,07:12:45,52.411462,13.227227
pt00085,0,1002731110244734,2020-04-10,11:38:53,52.419090,13.306011
pt00085,10,1342718706284541,2023-06-20,14:46:26,52.419111,13.306093
pt00085,11,1346773286731672,2024-12-10,08:31:13,52.419155,13.306081
pt00085,12,171403834886996,2019-03-17,11:37:02,52.419119,13.306036
pt00085,13,1449549395826294,2023-09-19,09:52:39,52.419175,13.306094
pt00085,14,1482195632968805,2025-07-19,13:18:29,52.419105,13.305964
pt00085,15,3145538822268136,2025-04-22,08:09:53,52.419077,13.306013
pt00085,1,1033605427774317,2023-09-19,09:35:07,52.419106,13.305969
pt00085,2,1072401851688238,2026-01-19,08:04:36,52.419188,13.306121
pt00085,3,1073737216508856,2020-04-10,11:38:52,52.419182,13.306086
pt00085,4,1089667983092132,2025-07-19,13:18:29,52.419113,13.305968
pt00085,5,1123169373128877,2025-10-15,09:33:40,52.419176,13.306037
pt00085,6,1136600550141578,2017-09-12,14:06:31,52.419037,13.306077
pt00085,7,1148197375622401,2018-01-13,11:17:48,52.419120,13.306123
pt00085,8,1233535341083147,2024-12-10,08:14:21,52.419135,13.306011
pt00085,9,1243372697567428,2025-07-19,13:18:25,52.419141,13.305992
pt00086,0,1039191704373390,2025-05-24,19:25:41,52.435398,13.305091
pt00086,1,1153781746549360,2025-05-24,19:44:51,52.435367,13.305156
pt00086,2,1164023171108156,2022-04-13,15:07:30,52.435337,13.305071
pt00086,3,1202750998216946,2025-05-24,19:25:51,52.435418,13.305025
pt00086,4,137332305056576,2019-09-20,11:51:29,52.435371,13.305178
pt00086,5,1374142340476430,2025-05-24,19:25:40,52.435380,13.305104
pt00086,6,1606908683304005,2025-05-12,09:06:49,52.435334,13.305176
pt00086,7,1764417967806247,2025-05-24,19:44:50,52.435413,13.305105
pt00086,8,1790671364827963,2025-05-24,19:25:38,52.435339,13.305176
pt00086,9,1805442619870648,2023-08-05,10:16:42,52.435376,13.305193
pt00087,0,142813101094337,2017-09-02,13:52:07,52.417973,13.250390
pt00087,1,4246480522050785,2020-08-29,11:19:20,52.417958,13.250422
pt00087,2,511246553381425,2017-08-17,14:35:16,52.417953,13.250410
pt00088,0,758629821473718,2020-10-05,16:51:22,52.385158,13.059882
pt00088,1,515735994810797,2025-04-21,12:54:58,52.385168,13.059933
pt00088,2,1178391332621041,2020-10-12,12:25:37,52.385090,13.059761
pt00088,3,1197320801874021,2025-04-21,12:54:57,52.385124,13.059778
pt00088,4,919799208583439,2020-10-20,15:42:02,52.385168,13.059829
pt00088,5,137658665024404,2020-10-19,15:16:06,52.385155,13.059925
pt00088,6,147287787370684,2018-01-26,15:20:13,52.385131,13.059925
pt00088,7,155141936567969,2020-10-19,15:16:07,52.385112,13.059761
pt00088,8,2530595230582653,2020-10-05,18:51:24,52.385178,13.059874
pt00088,9,284393173168606,2018-03-25,15:15:54,52.385046,13.059894
pt00089,0,808958899998500,2018-05-05,16:28:15,52.423125,13.313411
pt00089,10,150116247001085,2019-03-17,08:56:43,52.423106,13.313308
pt00089,11,1538950867372982,2025-12-06,10:59:53,52.423150,13.313460
pt00089,12,1597321244626752,2025-10-15,09:31:52,52.423134,13.313323
pt00089,13,1598351621288255,2026-01-19,08:06:19,52.423083,13.313402
pt00089,14,172732044735688,2019-03-10,10:21:23,52.423147,13.313361
pt00089,15,172923188329736,2021-10-10,12:52:45,52.423053,13.313356
pt00089,16,177748388039864,2022-07-10,11:32:12,52.423018,13.313312
pt00089,17,285617374248631,2023-09-19,09:54:45,52.423096,13.313389
pt00089,1,1024589872428734,2025-04-22,08:11:26,52.423144,13.313423
pt00089,2,889887813435916,2026-01-19,08:06:18,52.423014,13.313325
pt00089,3,1179733507693723,2026-01-19,08:06:20,52.423149,13.313477
pt00089,4,1370646799987725,2021-06-05,15:05:02,52.423103,13.313420
pt00089,5,1191950861234159,2020-04-15,15:02:31,52.423042,13.313330
pt00089,6,1315037932712495,2023-09-19,09:33:14,52.423058,13.313288
pt00089,7,1355268008957279,2025-04-22,08:11:25,52.423078,13.313348
pt00089,8,1411677219224794,2018-03-24,15:30:24,52.423086,13.313407
pt00089,9,148195927283773,2020-04-10,13:54:31,52.423105,13.313434
pt00090,0,1122708365825779,2025-02-05,09:47:14,52.435643,13.257919
pt00090,1,1026190085897628,2024-08-09,14:09:11,52.435656,13.257859
pt00090,2,1075091460900399,2024-08-09,14:09:12,52.435658,13.257848
pt00090,3,1100043754965165,2024-08-09,14:09:14,52.435663,13.257812
pt00090,4,1403028186997800,2024-08-09,14:09:13,52.435662,13.257827
pt00090,5,1204839007609877,2024-08-09,14:02:53,52.435644,13.257895
pt00091,0,1304023036906322,2023-07-12,14:39:06,52.390417,13.218848
pt00091,1,1345361005848204,2018-03-25,15:40:14,52.390392,13.218923
pt00091,2,186397036680777,2017-08-05,13:25:09,52.390453,13.218945
pt00091,3,198085222140165,2020-04-16,11:33:46,52.390409,13.218909
pt00091,4,234280198425178,2021-07-25,15:46:04,52.390433,13.218801
pt00091,5,302608664872087,2019-06-16,20:12:32,52.390440,13.218940
pt00091,6,253506416530816,2019-09-04,16:13:06,52.390466,13.218876
pt00091,7,2906117326329167,2019-03-23,15:49:26,52.390424,13.219015
pt00091,8,317959176374191,2019-06-16,20:12:31,52.390340,13.218809
pt00091,9,319360739635397,2019-03-23,15:49:25,52.390331,13.218889
pt00092,0,1017060210063249,2024-07-31,05:21:52,52.428911,13.256927
pt00092,10,1988344531672702,2025-02-05,09:42:05,52.428911,13.256757
pt00092,11,990445169430029,2024-07-31,05:21:50,52.428911,13.256829
pt00092,12,2274833882900717,2025-02-05,09:42:06,52.428906,13.256827
pt00092,13,247859077953733,2023-06-12,15:46:44,52.428914,13.256888
pt00092,14,2638457109864134,2025-11-19,09:09:49,52.428931,13.256905
pt00092,15,3308888035931962,2025-11-19,09:09:45,52.428936,13.256717
pt00092,16,3875604939412998,2025-11-19,09:09:47,52.428911,13.256785
pt00092,1,1150285542931841,2024-07-31,05:21:48,52.428936,13.256718
pt00092,2,1171375993304628,2017-07-24,13:40:42,52.428877,13.256750
pt00092,3,1193062858759608,2023-06-12,15:46:43,52.428914,13.256818
pt00092,4,1197392734917454,2024-07-31,05:21:49,52.428920,13.256774
pt00092,5,1343028026066401,2017-07-24,13:40:41,52.428908,13.256668
pt00092,6,1553764989140054,2025-11-19,09:09:46,52.428925,13.256750
pt00092,7,1715713305649893,2025-02-05,09:42:05,52.428929,13.256706
pt00092,8,1918059955782736,2025-11-19,09:09:48,52.428908,13.256844
pt00092,9,226279833503911,2023-06-12,15:46:42,52.428906,13.256742
pt00093,0,222522849640551,2018-01-26,10:59:04,52.435728,13.256194
pt00093,1,1107153628033318,2025-08-06,08:30:44,52.435677,13.256334
pt00093,2,1299696148441800,2025-08-06,08:30:43,52.435676,13.256263
pt00093,3,1306031507265113,2025-02-05,09:36:43,52.435676,13.256340
pt00093,4,134791555330800,2015-12-27,14:29:21,52.435690,13.256218
pt00093,5,1382380782161019,2019-06-07,18:09:04,52.435618,13.256340
pt00094,0,1140889997836359,2025-04-22,08:22:52,52.424718,13.347744
pt00094,1,1198974517223045,2014-07-16,12:17:39,52.424780,13.347784
pt00094,2,289341622901452,2020-05-08,09:15:12,52.424729,13.347796
pt00094,3,714631687797710,2025-04-22,08:22:51,52.424784,13.347730
pt00094,4,759024148122443,2020-08-29,10:15:09,52.424750,13.347815
pt00094,5,880547719197875,2019-07-20,13:05:07,52.424767,13.347845
pt00094,6,146454807488615,2015-08-01,11:16:56,52.424697,13.347897
pt00094,7,1762990347219037,2019-07-20,13:05:06,52.424705,13.347860
pt00094,8,236546108262999,2015-08-01,11:16:58,52.424758,13.347881
pt00095,0,1031389732029931,2024-07-31,05:16:20,52.437759,13.261908
pt00096,0,154324130452495,2022-06-12,07:13:03,52.412604,13.227020
pt00096,1,2907307096244743,2022-06-12,07:13:01,52.412478,13.227047
pt00097,0,1122708365825779,2025-02-05,09:47:14,52.435643,13.257919
pt00097,1,1026190085897628,2024-08-09,14:09:11,52.435656,13.257859
pt00097,2,1075091460900399,2024-08-09,14:09:12,52.435658,13.257848
pt00097,3,1127312696125778,2025-08-06,08:32:05,52.435492,13.257841
pt00097,4,1403028186997800,2024-08-09,14:09:13,52.435662,13.257827
pt00097,5,1204839007609877,2024-08-09,14:02:53,52.435644,13.257895
pt00098,0,1009971329631405,2022-03-26,13:24:42,52.439156,13.263073
pt00098,1,1018830755751177,2023-06-12,15:52:15,52.439158,13.262947
pt00098,2,1102042708733581,2025-07-28,15:48:39,52.439090,13.262978
pt00098,3,1215332378888672,2017-06-17,15:32:08,52.439169,13.263106
pt00098,4,1221884832640915,2025-05-12,08:59:01,52.439144,13.263005
pt00098,5,1250322293477445,2025-05-12,08:59:05,52.439154,13.263046
pt00098,6,1296193961860350,2025-07-28,15:48:38,52.439060,13.262956
pt00098,7,1306248789976236,2023-06-12,15:52:12,52.439090,13.262939
pt00099,0,1056219720005682,2025-08-06,07:20:52,52.383498,13.120502
pt00099,1,1239904983997296,2024-08-10,09:13:56,52.383414,13.120414
pt00099,2,143350914475056,2018-07-22,16:58:47,52.383458,13.120511
pt00099,3,168641481829644,2015-10-03,13:55:24,52.383444,13.120578
pt00099,4,2821420244786810,2018-05-11,20:39:20,52.383486,13.120344
pt00099,5,319093533192680,2018-07-22,16:58:46,52.383483,13.120389
pt00099,6,367255573091592,2024-08-10,09:12:04,52.383533,13.120423
pt00099,7,463361141429129,2018-05-11,20:39:21,52.383453,13.120508
pt00099,8,8020358768033679,2024-08-10,09:12:02,52.383505,13.120571
pt00100,0,556514439432938,2022-06-12,07:12:09,52.409553,13.228981
pt00101,0,1043349339526782,2018-08-18,11:50:53,52.405818,13.234836
pt00101,1,1204030353371106,2018-08-18,11:50:54,52.405749,13.235004
pt00101,2,1295882747979881,2023-06-05,07:57:47,52.405733,13.235010
pt00101,3,1650723572006526,2023-06-05,07:57:47,52.405764,13.235011
pt00101,4,165860402033596,2018-08-18,11:50:54,52.405775,13.234915
pt00102,0,133661675468475,2020-05-08,09:34:46,52.432306,13.304314
pt00102,1,1439239930202750,2023-06-12,16:26:21,52.432283,13.304300
pt00102,2,256914196130140,2015-07-19,18:17:59,52.432297,13.304293
pt00102,3,277017364809453,2023-06-12,16:26:20,52.432284,13.304222
pt00102,4,293357215715009,2014-07-16,09:45:10,52.432321,13.304294
pt00102,5,301528335446843,2022-03-26,12:49:21,52.432313,13.304208
pt00103,0,1635600733598942,2023-09-19,09:37:17,52.412168,13.298958
pt00104,0,1039191704373390,2025-05-24,19:25:41,52.435398,13.305091
pt00104,1,1153781746549360,2025-05-24,19:44:51,52.435367,13.305156
pt00104,2,1164023171108156,2022-04-13,15:07:30,52.435337,13.305071
pt00104,3,1202750998216946,2025-05-24,19:25:51,52.435418,13.305025
pt00104,4,1374142340476430,2025-05-24,19:25:40,52.435380,13.305104
pt00104,5,1764417967806247,2025-05-24,19:44:50,52.435413,13.305105
pt00105,0,1344327563327779,2025-06-25,13:18:42,52.448595,13.251929
pt00105,1,1596658527192334,2018-04-22,12:40:26,52.448554,13.251934
pt00105,2,24455466714060356,2025-06-25,13:18:40,52.448589,13.251933
pt00105,3,2993188217571234,2019-07-20,14:03:44,52.448555,13.251920
pt00105,4,672006849173368,2025-06-25,13:35:42,52.448570,13.251823
pt00105,5,685335981164186,2025-06-25,13:18:44,52.448599,13.251930
pt00105,6,836796683589260,2019-07-20,14:03:45,52.448571,13.251910
pt00105,7,1420632554963512,2019-07-20,14:03:57,52.448671,13.251887
pt00106,0,1344327563327779,2025-06-25,13:18:42,52.448595,13.251929
pt00106,10,836796683589260,2019-07-20,14:03:45,52.448571,13.251910
pt00106,1,1387717609109456,2025-06-25,13:18:38,52.448560,13.251951
pt00106,2,1596658527192334,2018-04-22,12:40:26,52.448554,13.251934
pt00106,3,208765857550449,2019-07-20,14:03:42,52.448501,13.251955
pt00106,4,24455466714060356,2025-06-25,13:18:40,52.448589,13.251933
pt00106,5,2993188217571234,2019-07-20,14:03:44,52.448555,13.251920
pt00106,6,327092998824143,2019-07-20,14:03:43,52.448530,13.251936
pt00106,7,672006849173368,2025-06-25,13:35:42,52.448570,13.251823
pt00106,8,685335981164186,2025-06-25,13:18:44,52.448599,13.251930
pt00106,9,814664362496028,2016-09-15,17:08:27,52.448503,13.251919
pt00107,0,1019629666231379,2024-07-31,05:25:09,52.435328,13.259341
pt00107,1,1338371756548382,2015-09-13,19:05:54,52.435331,13.259245
pt00108,0,1216183578837918,2014-07-16,09:45:04,52.432376,13.303196
pt00108,10,2628002034170699,2015-07-23,19:32:30,52.432372,13.303331
pt00108,1,1333460384268324,2023-06-12,16:26:13,52.432341,13.303104
pt00108,2,136989131749108,2017-05-29,18:33:15,52.432376,13.303090
pt00108,3,550786676209284,2022-03-26,12:49:33,52.432361,13.303182
pt00108,4,1433126067505431,2023-06-12,16:26:14,52.432333,13.303233
pt00108,5,147966607293813,2015-07-23,19:32:33,52.432375,13.303139
pt00108,6,168017728577666,2019-06-07,18:19:59,52.432296,13.303182
pt00108,7,191302302707722,2017-08-03,16:12:49,52.432332,13.303298
pt00108,8,209713223993812,2017-05-29,18:33:13,52.432373,13.303212
pt00108,9,213785793607613,2017-08-14,16:41:07,52.432363,13.303190
pt00109,0,5075232449258179,2022-06-12,07:11:47,52.408562,13.230541
pt00109,1,513776329972556,2018-08-18,11:49:25,52.408576,13.230483
pt00109,2,935503113876986,2018-08-18,11:49:26,52.408513,13.230589
pt00110,0,1150487902721200,2024-08-10,08:00:00,52.366364,13.135112
pt00110,1,1530607607893950,2024-08-10,07:46:16,52.366405,13.135254
pt00110,2,472550905758726,2024-08-10,07:59:58,52.366442,13.135230
pt00111,0,1043651424094872,2024-07-16,14:08:43,52.402472,13.063028
pt00111,1,138116631566535,2016-04-29,08:55:08,52.402479,13.062995
pt00111,2,1409009759432987,2016-04-29,08:55:06,52.402583,13.062958
pt00111,3,1842696852556428,2019-07-27,12:37:32,52.402528,13.062964
pt00111,4,288530329654469,2017-05-31,15:34:05,52.402469,13.062961
pt00111,5,471169627322241,2016-04-29,08:55:08,52.402527,13.062986
pt00111,6,495371704990920,2017-05-31,15:34:06,52.402497,13.062944
pt00111,7,502296507628074,2016-04-29,08:55:09,52.402434,13.063009
pt00111,8,508601886935315,2019-07-27,12:37:33,52.402592,13.062935
pt00111,9,520022959129082,2019-07-27,12:37:31,52.402461,13.062997
pt00112,0,155219599820229,2020-08-29,11:18:23,52.413223,13.251629
pt00112,1,4001430076592122,2020-08-29,11:18:24,52.413314,13.251619
pt00112,2,468312977790173,2017-08-17,14:34:30,52.413355,13.251594
pt00112,3,524170128770280,2017-09-02,13:52:52,52.413264,13.251584
pt00113,0,239889757927129,2017-08-17,15:18:07,52.438014,13.256737
pt00113,1,1234851198367126,2025-06-25,13:14:52,52.437946,13.256921
pt00115,0,5435700569825999,2022-06-12,07:11:41,52.408296,13.230975
pt00115,1,5543114265758946,2018-08-18,11:49:29,52.408320,13.230916
pt00115,2,723247688823541,2022-06-12,07:11:43,52.408385,13.230829
pt00115,3,908841473019086,2018-08-18,11:49:28,52.408383,13.230808
pt00116,0,758675081498972,2019-06-11,13:42:43,52.396563,13.121149
pt00117,0,1387717609109456,2025-06-25,13:18:38,52.448560,13.251951
pt00117,1,1596658527192334,2018-04-22,12:40:26,52.448554,13.251934
pt00117,2,208765857550449,2019-07-20,14:03:42,52.448501,13.251955
pt00117,3,2416230255443350,2025-06-25,13:35:44,52.448457,13.251879
pt00117,4,2993188217571234,2019-07-20,14:03:44,52.448555,13.251920
pt00117,5,300112948419977,2019-07-20,14:03:41,52.448467,13.251972
pt00117,6,327092998824143,2019-07-20,14:03:43,52.448530,13.251936
pt00117,7,672006849173368,2025-06-25,13:35:42,52.448570,13.251823
pt00117,8,814664362496028,2016-09-15,17:08:27,52.448503,13.251919
pt00117,9,836796683589260,2019-07-20,14:03:45,52.448571,13.251910
pt00118,0,1672347873343373,2024-12-10,08:17:43,52.406195,13.283482
pt00118,1,830387255067234,2023-07-11,17:17:19,52.406113,13.283394
pt00118,2,25408342452195325,2026-01-19,07:46:35,52.406151,13.283365
pt00119,0,1017529089067656,2021-09-26,11:21:30,52.435384,13.259490
pt00119,1,1019629666231379,2024-07-31,05:25:09,52.435328,13.259341
pt00119,2,1162741454409499,2023-04-10,14:08:01,52.435366,13.259481
pt00119,3,1200939191220221,2024-08-09,14:08:54,52.435383,13.259401
pt00119,4,1338371756548382,2015-09-13,19:05:54,52.435331,13.259245
pt00120,0,1400402400877262,2023-09-19,09:39:18,52.406350,13.283750
pt00120,1,1299815061063695,2024-12-10,08:17:41,52.406338,13.283762
pt00120,2,1627209178730821,2026-01-19,07:57:53,52.406277,13.283825
pt00121,0,837441977190735,2018-04-09,16:22:57,52.402150,13.206372
pt00121,1,926754831202570,2018-04-09,16:22:55,52.402273,13.206333
pt00122,0,2047686295713565,2025-02-05,09:04:00,52.394172,13.114841
pt00122,1,242377474304497,2015-06-28,13:18:52,52.394182,13.114747
pt00122,2,2502842996713968,2025-02-05,08:47:18,52.394214,13.114884
pt00122,3,365286823319292,2024-09-11,07:38:52,52.394184,13.114757
pt00122,4,475613148801560,2024-09-11,07:22:32,52.394212,13.114801
pt00122,5,504791532388818,2024-09-11,07:38:53,52.394203,13.114894
pt00122,6,883910409883413,2024-09-11,07:22:32,52.394212,13.114801
pt00122,7,939699004986095,2025-02-05,08:47:19,52.394196,13.114762
pt00124,0,1346255295927076,2023-08-05,10:15:16,52.431893,13.309246
pt00125,0,1027016499237547,2025-02-05,09:45:03,52.434045,13.264286
pt00125,1,1133313717757155,2024-07-31,06:02:59,52.433991,13.264289
pt00125,2,1158019471326208,2017-06-29,07:18:10,52.434041,13.264252
pt00125,3,1349477383069055,2025-02-05,09:45:02,52.433972,13.264334
pt00125,4,1673826992802518,2020-10-25,12:20:17,52.434005,13.264296
pt00125,5,1748867905714555,2025-04-23,08:33:59,52.434078,13.264335
pt00125,6,2881560175441317,2020-10-25,12:20:15,52.433936,13.264325
pt00125,7,291466605857783,2014-07-16,11:43:45,52.433952,13.264288
pt00125,8,371423334249442,2017-06-29,07:18:09,52.433942,13.264323
pt00125,9,561054117022427,2025-04-23,08:33:57,52.433965,13.264406
pt00126,0,1035586863969297,2022-03-26,12:42:19,52.439848,13.326925
pt00126,1,1519841918222998,2015-07-25,18:00:32,52.439875,13.326917
pt00126,2,289903775946882,2019-03-17,08:52:23,52.439861,13.326917
pt00127,0,1177431932669337,2015-07-23,19:32:24,52.432353,13.303756
pt00127,1,1263154304341298,2023-06-12,16:26:18,52.432297,13.303829
pt00127,2,1491475387850300,2020-05-08,09:34:53,52.432363,13.303731
pt00127,3,177903820779937,2017-08-14,16:41:10,52.432309,13.303852
pt00127,4,2974749442809654,2020-05-08,09:34:52,52.432345,13.303820
pt00127,5,307292134293614,2014-07-16,09:45:08,52.432342,13.303880
pt00128,0,1061275501587780,2024-01-16,14:17:41,52.341310,13.103540
pt00128,1,1294927271181832,2024-01-16,14:17:42,52.341274,13.103510
pt00128,2,1474472883284857,2024-01-16,14:17:44,52.341242,13.103390
pt00128,3,2666481376861421,2024-01-16,14:17:43,52.341256,13.103454
pt00128,4,359396460155808,2024-01-16,14:17:33,52.341301,13.103545
pt00128,5,383962494164777,2024-01-16,14:17:29,52.341357,13.103538
pt00128,6,415010770860450,2024-01-16,14:17:42,52.341298,13.103534
pt00128,7,743520299662238,2020-10-04,17:40:39,52.341246,13.103482
pt00128,8,765258028871450,2024-01-16,14:17:30,52.341329,13.103535
pt00130,0,214766043512864,2017-09-02,13:52:13,52.417367,13.250618
pt00130,1,236016174967852,2020-08-29,11:19:11,52.417299,13.250650
pt00130,2,841264330154865,2017-08-17,14:35:11,52.417337,13.250635
pt00130,3,911466236309555,2020-08-29,11:19:12,52.417411,13.250604
pt00132,0,132285818981857,2021-06-27,09:18:07,52.393827,13.112319
pt00132,1,1456452445024235,2024-09-11,07:38:35,52.393826,13.112356
pt00132,2,1561699988061743,2024-09-11,07:22:47,52.393855,13.112255
pt00132,3,1680921552808414,2025-02-05,08:47:36,52.393854,13.112370
pt00132,4,1773657620084735,2025-02-05,08:47:37,52.393824,13.112191
pt00132,5,499755774476573,2021-06-27,09:18:06,52.393816,13.112218
pt00132,6,544591335294412,2025-02-05,09:03:41,52.393820,13.112267
pt00132,7,8855943754527485,2025-02-05,09:03:42,52.393840,13.112390
pt00132,8,894550811408893,2021-06-27,09:18:08,52.393843,13.112416
pt00132,9,917809833500980,2024-09-11,07:38:34,52.393797,13.112195
pt00133,0,1026419962921473,2025-04-06,11:39:59,52.418545,13.336791
pt00133,1,1233172975019806,2025-05-24,19:18:27,52.418569,13.336801
pt00133,2,768595609174990,2025-05-12,09:14:41,52.418546,13.336781
pt00133,3,1800117517216068,2025-05-12,09:14:40,52.418579,13.336752
pt00133,4,451960902543516,2014-06-21,18:08:28,52.418525,13.336744
pt00133,5,479839769888326,2017-09-22,14:14:19,52.418578,13.336782
pt00133,6,540144118151439,2023-06-12,16:38:51,52.418525,13.336741
pt00133,7,650095176030943,2022-04-13,15:16:24,52.418563,13.336750
pt00133,8,669523842567162,2025-05-24,19:50:35,52.418570,13.336779
pt00134,0,929947134770916,2023-07-12,14:39:03,52.390611,13.219118
pt00134,1,138517768265278,2020-04-16,11:33:43,52.390590,13.219171
pt00134,2,376894770350335,2019-03-23,15:49:28,52.390580,13.219242
